,letter,frequency
30737,লুকাতেই,1
30738,শুধাও,1
30739,আমিকী,1
30740,খুবশাদাসিধে ,1
30741,অত্নর্যামীতিনিই,1
30742,বেকুরদুঃখজাগানিয়া,1
30743,কেমনদীর্ঘ,1
30744,স্থায়ী,1
30745,বেলাকাটে,1
30746,ঝাউবন উন্মাদ,1
30747,প্রায়শইতোমার,1
30748,কথাসামান্যই,1
30749,আছি  ,1
30750,চঞ্চলতাগোপন,1
30751,লুকোই মৃতের,1
30752,আসেলাফাতে,1
30753,লাফাতে ,1
30754,ধমনীতে,1
30755,মেশেগোলাপের,1
30756,ঘেঁষেজেগে,1
30757,অশ্বপাল,1
30758,দুলিয়ে দেবদুত,1
30759,বুলিয়ে যখন,1
30760,খড়স্তূপেখরগোশ,1
30761,চুপেএবং,1
30762,আলেখ্যবৎ,1
30763,সহিস,1
30764,ঘুমায় যখন,1
30765,পড়ে চুমু,1
30766,ঘরেজীবনের,1
30767,শাদা যখন,1
30768,ট্রেঞ্চের,1
30769,কাদাউঠে,1
30770,চতুপার্শ্বে,1
30771,অবিরতনিঃশব্দে,1
30772,ধুলোবালি ,1
30773,জলআমার,1
30774,রূপালিচুলগুলি,1
30775,নিরিবিলিআরো,1
30776,নিয়েফুটে,1
30777,চমৎকারশিস,1
30778,বিকালকে,1
30779,বৈকালিকক রে,1
30780,ঈশ্বরিত ,1
30781,মোড়ায়,1
30782,শুভ্রস্তব্ধতায় ,1
30783,এইদেখা,1
30784,ওপর সারা,1
30785,ভেতর মায়াবি,1
30786,অরণ্যেযেখানে,1
30787,জ্বলেপাশব,1
30788,কশ,1
30789,বেয়েগড়িয়ে,1
30790,শহরে ঊর্ধ্বশ্বাস,1
30791,মতোঝলমলিয়ে,1
30792,হাসিশিরায়,1
30793,শিহরণমনে,1
30794,ফেলেছিএক,1
30795,মদ ,1
30796,প্রহরেঅজস্র,1
30797,রক্তে যেন,1
30798,গুঞ্জন ,1
30799,আসেব্যালেরিনার,1
30800,বিন্যাসে ,1
30801,আমিমৃত,1
30802,কবিদের,1
30803,খড়খড়িটা,1
30804,দেখিবুড়ো,1
30805,রাজমিস্ত্রির,1
30806,ছানি,1
30807,আকাশেজ্যামিতিক,1
30808,মুহূর্তেরহমত,1
30809,ব্যাপারীর,1
30810,রক্ষিতা,1
30811,যৌবনটাকেকুঁচকে,1
30812,পোসাকের,1
30813,মতোএলিয়ে,1
30814,আলনায় ,1
30815,ফুটপাতের,1
30816,জমেসারি,1
30817,মোটর যেমন,1
30818,করেপাখির,1
30819,কাসান্দ্রার,1
30820,আমাকেদারুণ,1
30821,লেখাকরো,1
30822,দেখাযদি,1
30823,দুর্বিপাকে কখনো,1
30824,ডাকে তবে,1
30825,শিখরদেখে,1
30826,নিথর তীব্র,1
30827,সত্তাকে ,1
30828,রণতরী মাংসের,1
30829,হুহু,1
30830,মিনারশতাব্দী,1
30831,নিরুপায় তোমার,1
30832,হায় ত্রিলোকে,1
30833,কাসান্দ্রা স্বপ্নের,1
30834,হাঁটছো,1
30835,জড়াচ্ছো,1
30836,ফেলেই,1
30837,ভুভাগে,1
30838,ফোটাচ্ছো,1
30839,পারো যেমন,1
30840,সাঁঝটাঁঝ,1
30841,স্মৃতিবিস্মৃতির,1
30842,চিলেকোঠায় ,1
30843,হৃৎস্পন্দনে ,1
30844,অনুচ্চারিত,1
30845,অঙ্গীকার ,1
30846,অঙ্গীকারযা,1
30847,বর্ণমালায় ,1
30848,অঙ্গীকারে,1
30849,এঁটেআমাদের,1
30850,সীলমোহর,1
30851,দুপাশে,1
30852,মাড়িয়ে ,1
30853,মধ্যমণির,1
30854,ভায়োলিন,1
30855,তটরেখার,1
30856,আসোগীতবিতানের,1
30857,মরুচারী,1
30858,পাখসাটে,1
30859,আর্ট,1
30860,গ্যালারীর,1
30861,মুর্তি,1
30862,সেতার ,1
30863,সরোদ ,1
30864,গীটার ,1
30865,গরুর,1
30866,ওলান,1
30867,পদ্মায়,1
30868,ইলিশও,1
30869,তহবিলে,1
30870,কনাকড়িও,1
30871,ফুডের,1
30872,কৌটায়,1
30873,গুড়ো,1
30874,কিলবিল,1
30875,পোকামাকড় ,1
30876,প্রেত্যেক,1
30877,বর্ণের,1
30878,মাত্রায়,1
30879,হতদন্ত,1
30880,সুজলা,1
30881,শুকিয়ে সুফলা,1
30882,শস্যক্ষেত্র,1
30883,পরিণত,1
30884,বালিয়াড়িতে ,1
30885,ওঠেসারা,1
30886,শাখাচ্যুত,1
30887,উদ্দেশেবলে ,1
30888,এসেচুর্ণ,1
30889,ছোটেআবার,1
30890,পিছনে ,1
30891,চোখেঅস্তরাগ,1
30892,গানে বিদায়ী,1
30893,অন্তর্লোকে ,1
30894,বাজুক,1
30895,স্থলে তবু,1
30896,মিনতিতরুণী,1
30897,জলেভাসিয়ে,1
30898,দুচোখ ,1
30899,থেকেক্ষ্যাপাটে,1
30900,বিবেকেবাধবে,1
30901,সন্ধ্যানামলেই ,1
30902,অন্তর্লোক,1
30903,অন্ধকারদ্রুত,1
30904,বোধাতীতভাষার,1
30905,পাখিবস্তুত,1
30906,গানদিচ্ছে,1
30907,প্রকৃতিকে,1
30908,চাঁদেরভগ্নাংশ,1
30909,হ্রদজানে,1
30910,চন্দ্রাহত,1
30911,লোককিছু,1
30912,চন্দ্রিমার,1
30913,ভগ্নাংশের,1
30914,ওঠে ডাকাবুকো,1
30915,ধরনেতিন,1
30916,আমিচীৎকারে,1
30917,গলায়হায় ,1
30918,পরিস্ফুট,1
30919,তখন ব্যর্থতায়,1
30920,সুন্দরীরা,1
30921,গানজুড়ে,1
30922,খুলেবসে,1
30923,পঙ্‌ক্তিমালাপদ্যরূপে,1
30924,সন্ধানীকে ,1
30925,১যদি,1
30926,ছকবাঁধা,1
30927,প্রাতঃকৃত্য ,1
30928,খবরেরকাগজ,1
30929,কিছুসময়,1
30930,কাটানো ,1
30931,তরকারি ,1
30932,চা স্বল্পকালীন,1
30933,দরকারি,1
30934,দৌড়ানো ,1
30935,অকাজ আড্ডা ,1
30936,টয়লেটে,1
30937,মলমূত্রত্যাগ ,1
30938,কায়ক্লেশেঘরে,1
30939,কেকাহার ,1
30940,মৈথুন ,1
30941,ভোরেসদ্যচরের,1
30942,পুনরাবৃত্তি ,1
30943,মরিয়া,1
30944,জুয়াড়িবৎ,1
30945,পণরেখে,1
30946,পারেনা,1
30947,গৃহী ,1
30948,আওয়া,1
30949,আসা উপেক্ষিত,1
30950,শ্লথগতিমেঘের,1
30951,নিরীক্ষণ ,1
30952,স্বাস্থ্যবতী ,1
30953,কামার্তা,1
30954,গয়লানীর,1
30955,শয়নসুস্নিগ্ধ,1
30956,ওল্টানো ,1
30957,চুম্বন ক্ষমাহীন,1
30958,মিলন ,1
30959,পুনর্মিলন ,1
30960,অশ্লীল আক্রমণপরায়ণ,1
30961,মানবপিণ্ড,1
30962,বিধানবিরোধীসহযাত্রী ,1
30963,বৃত্তিহীন,1
30964,ভক্ষণে,1
30965,নিবৃত্তি ,1
30966,কিসম্ভাব্যতার,1
30967,আত্মদ্রোহে,1
30968,আমিপ্রথাছুট ,1
30969,চলমানতায় ,1
30970,২জগৎ,1
30971,শ্রুতি,1
30972,বিমোহিত,1
30973,পত্রালিথেকে,1
30974,কিচ্ছুরিত,1
30975,ঝর্ণাজল,1
30976,মোহনসংঘর্ষে,1
30977,উৎপন্ন,1
30978,কলম্বর,1
30979,উৎসারিতবংশীধ্বনিতে ,1
30980,যমুনাতীরের,1
30981,স্বর্গীয় ,1
30982,চিরব্যাকুল,1
30983,ছলাৎছল ,1
30984,রবিশঙ্করের,1
30985,নির্ঝর ,1
30986,য়ুহিদিমেনহুইনের,1
30987,সুরধারায়,1
30988,অবগাহনে,1
30989,অনিচ্ছুক ,1
30990,এইসবসুর,1
30991,থেকেও ,1
30992,প্রেমার্দ্রে,1
30993,আমারভেতরের,1
30994,আগুনকে,1
30995,উসকিয়ে,1
30996,দীপান্বিত,1
30997,বরাত ,1
30998,বাআবীর,1
30999,বসন্তোৎসব ,1
31000,৩সারা,1
31001,খাটুনি ,1
31002,মুহূর্তগুলোভারী,1
31003,পিটুনিতে,1
31004,বিচূর্ণিত ,1
31005,বাঁধানোফুটপাথ ,1
31006,সাঁড়াশি ,1
31007,ডাগর রূপসী,1
31008,নিষ্পাপ,1
31009,অবসরের,1
31010,পুরানো শূন্য,1
31011,অভ্যন্তরীণ,1
31012,দু জনেরকল্পিত,1
31013,পলায়ন ,1
31014,সংসারবিহীন,1
31015,কত্থক নেশাতুর,1
31016,চিত্রমালা ,1
31017,কাঠিন্য কুকুর,1
31018,কুকুরীর,1
31019,গুলোনো ,1
31020,অপহরণকারী,1
31021,গার্হস্থ্য হে,1
31022,লতাগুল্মঢাকা,1
31023,কর্জ,1
31024,নিয়েছিবিরল,1
31025,সম্পদ ,1
31026,ধারদেনা,1
31027,দিনের ,1
31028,শ্রমআর,1
31029,প্রেরণায়,1
31030,অধমর্ণ ,1
31031,৪তুমি,1
31032,ছিন্নপালক শাবকহারা,1
31033,অভিব্যক্তি ,1
31034,মুহূর্তেযাত্রীর,1
31035,অনুভূতির,1
31036,সঙ্গেতুমি,1
31037,আকাশ আমার,1
31038,সংশয়াকুল,1
31039,সুবাতাস ,1
31040,ক্রোড়ে,1
31041,সমর্পিতঘাসঘেরা,1
31042,নির্ঘুমরাতে ,1
31043,সুন্দরী ,1
31044,ফেরানো,1
31045,সম্মোহিত তন্নিষ্ঠ ,1
31046,৫কী,1
31047,জন্যেইসপ্তর্ষিমণ্ডল ,1
31048,জন্যেইএই,1
31049,ঠোঁট সেই,1
31050,তৃষাতুর,1
31051,আগুনধরানো,1
31052,জন্যেকাঁধ,1
31053,আরঅনুপস্থিতিকে,1
31054,কীহতো,1
31055,চিররৌদ্র ,1
31056,চিররাত্রিময়,1
31057,কীকরব,1
31058,পক্ষধ্বনির,1
31059,মতোবিচ্ছেদ ,1
31060,ডিম,1
31061,পাড়বে,1
31062,বিশ্বদর্শন,1
31063,সম্ভবপর,1
31064,নিয়েনিজের,1
31065,কাটামুণ্ডু,1
31066,রকমের,1
31067,বিস্ফোরণে,1
31068,উপক্রম কোথায়,1
31069,বেসামাল ,1
31070,আমারচোখে,1
31071,ঐন্দ্রজালিকেরমতো,1
31072,কিহতো,1
31073,ব্যালকনিতে,1
31074,পাদোলায়,1
31075,ধপাস,1
31076,দুটোউল্টে,1
31077,জানলাভেদী,1
31078,সেবিকা,1
31079,বুলোয় আমার,1
31080,অনিচ্ছাসত্ত্বেওকামড়ে,1
31081,৬আর,1
31082,পড়বোদস্যুতার,1
31083,প্রজ্বলিত ,1
31084,মনঃপূত,1
31085,ফলভক্ষণের,1
31086,হতচকিত,1
31087,আদমের,1
31088,ত্রিডাল,1
31089,ভিক্ষা জ্যোতির্ময়,1
31090,ধুলোমাখানিভন্ত,1
31091,বাল্বগুলো,1
31092,ড্যাবড্যাবে,1
31093,হাড়গিলা ভয়,1
31094,ভূতুড়ে ,1
31095,জাপটে,1
31096,মটমটিয়ে,1
31097,ওঠেহাড়গোড় ,1
31098,ফিরেযাই ,1
31099,বাজপাখি ,1
31100,মারণাস্ত্রের,1
31101,ছায়া ফ্যালফ্যাল,1
31102,জানোয়ারের,1
31103,টিকাবৎ,1
31104,৭সুকৌশলে,1
31105,ছাঁটা,1
31106,অনেকখানি ,1
31107,হাওয়ায়পালকের,1
